CUDIS,Nivel,NOTA1,vivienda turistica,unidad1,nota2,plazas,unidad2,nota3,plazas por vivienda turistica,unidad3,nota4,Porcentaje vivienda turistica,UNIDAD4,PERIODO,PROV,PROV_LITERAL,MUN,MUN_LITERAL
0309801,Distritos,,7,Viviendas,,48,Plazas,,6.85714285714286,Plazas,,0.866336633663366,Porcentaje,2024M11,03,Alicante/Alacant,03098,Orxeta
0309901,Distritos,,1,Viviendas,,6,Plazas,,6,Plazas,,0.0321543408360129,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0309908,Distritos,,12,Viviendas,,71,Plazas,,5.91666666666667,Plazas,,0.349040139616056,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0309904,Distritos,,6,Viviendas,,28,Plazas,,4.66666666666667,Plazas,,0.147492625368732,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0309906,Distritos,,5,Viviendas,,31,Plazas,,6.2,Plazas,,0.101194090265129,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0309907,Distritos,,10,Viviendas,,64,Plazas,,6.4,Plazas,,0.202224469160768,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0309903,Distritos,,10,Viviendas,,49,Plazas,,4.9,Plazas,,0.43994720633524,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0309905,Distritos,,3036,Viviendas,,15904,Plazas,,5.23847167325428,Plazas,,4.99728408473656,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0309902,Distritos,,5,Viviendas,,23,Plazas,,4.6,Plazas,,0.100401606425703,Porcentaje,2024M11,03,Alicante/Alacant,03099,Orihuela
0310001,Distritos,,19,Viviendas,,121,Plazas,,6.36842105263158,Plazas,,2.25118483412322,Porcentaje,2024M11,03,Alicante/Alacant,03100,Parcent
0310101,Distritos,,248,Viviendas,,1229,Plazas,,4.95564516129032,Plazas,,3.67897937991396,Porcentaje,2024M11,03,Alicante/Alacant,03101,Pedreguer
0310203,Distritos,,145,Viviendas,,803,Plazas,,5.53793103448276,Plazas,,4.09257691222128,Porcentaje,2024M11,03,Alicante/Alacant,03102,Pego
0310202,Distritos,,13,Viviendas,,64,Plazas,,4.92307692307692,Plazas,,0.678142931664058,Porcentaje,2024M11,03,Alicante/Alacant,03102,Pego
0310201,Distritos,,16,Viviendas,,80,Plazas,,5,Plazas,,0.859752821063944,Porcentaje,2024M11,03,Alicante/Alacant,03102,Pego
0310301,Distritos,,7,Viviendas,,49,Plazas,,7,Plazas,,1.84210526315789,Porcentaje,2024M11,03,Alicante/Alacant,03103,Penàguila
0310402,Distritos,,7,Viviendas,,30,Plazas,,4.28571428571429,Plazas,,0.205580029368576,Porcentaje,2024M11,03,Alicante/Alacant,03104,Petrer
0310404,Distritos,,9,Viviendas,,53,Plazas,,5.88888888888889,Plazas,,0.108630054315027,Porcentaje,2024M11,03,Alicante/Alacant,03104,Petrer
0310401,Distritos,,9,Viviendas,,23,Plazas,,2.55555555555556,Plazas,,0.61770761839396,Porcentaje,2024M11,03,Alicante/Alacant,03104,Petrer
0310403,Distritos,,5,Viviendas,,22,Plazas,,4.4,Plazas,,0.150285542530809,Porcentaje,2024M11,03,Alicante/Alacant,03104,Petrer
0310501,Distritos,,21,Viviendas,,140,Plazas,,6.66666666666667,Plazas,,0.416666666666667,Porcentaje,2024M11,03,Alicante/Alacant,03105,"Pinós, el/Pinoso"
0310601,Distritos,,7,Viviendas,,38,Plazas,,5.42857142857143,Plazas,,1.04477611940299,Porcentaje,2024M11,03,Alicante/Alacant,03106,Planes
0310701,Distritos,,97,Viviendas,,563,Plazas,,5.80412371134021,Plazas,,2.84791544333529,Porcentaje,2024M11,03,Alicante/Alacant,03107,Polop
0310901,Distritos,,1,Viviendas,,5,Plazas,,5,Plazas,,0.0467945718296678,Porcentaje,2024M11,03,Alicante/Alacant,03109,Rafal
0311001,Distritos,,45,Viviendas,,278,Plazas,,6.17777777777778,Plazas,,6.57894736842105,Porcentaje,2024M11,03,Alicante/Alacant,03110,"Ràfol d'Almúnia, el"
0311101,Distritos,,3,Viviendas,,30,Plazas,,10,Plazas,,0.0861821315713875,Porcentaje,2024M11,03,Alicante/Alacant,03111,Redován
0311201,Distritos,,19,Viviendas,,96,Plazas,,5.05263157894737,Plazas,,1.37981118373275,Porcentaje,2024M11,03,Alicante/Alacant,03112,Relleu
0311302,Distritos,,8,Viviendas,,40,Plazas,,5,Plazas,,0.455062571103527,Porcentaje,2024M11,03,Alicante/Alacant,03113,Rojales
0311301,Distritos,,524,Viviendas,,2965,Plazas,,5.65839694656489,Plazas,,3.73432155074116,Porcentaje,2024M11,03,Alicante/Alacant,03113,Rojales
0311401,Distritos,,8,Viviendas,,30,Plazas,,3.75,Plazas,,0.426666666666667,Porcentaje,2024M11,03,Alicante/Alacant,03114,"Romana, la"
0311501,Distritos,,12,Viviendas,,56,Plazas,,4.66666666666667,Plazas,,3.46820809248555,Porcentaje,2024M11,03,Alicante/Alacant,03115,Sagra
0311601,Distritos,,5,Viviendas,,21,Plazas,,4.2,Plazas,,0.444839857651246,Porcentaje,2024M11,03,Alicante/Alacant,03116,Salinas
0311701,Distritos,,12,Viviendas,,60,Plazas,,5,Plazas,,2.08695652173913,Porcentaje,2024M11,03,Alicante/Alacant,03117,Sanet y Negrals
0311801,Distritos,,257,Viviendas,,1375,Plazas,,5.35019455252918,Plazas,,2.53626764038291,Porcentaje,2024M11,03,Alicante/Alacant,03118,San Fulgencio
0311901,Distritos,,72,Viviendas,,399,Plazas,,5.54166666666667,Plazas,,1.13314447592068,Porcentaje,2024M11,03,Alicante/Alacant,03119,Sant Joan d'Alacant
0311902,Distritos,,106,Viviendas,,596,Plazas,,5.62264150943396,Plazas,,1.99811498586239,Porcentaje,2024M11,03,Alicante/Alacant,03119,Sant Joan d'Alacant
0312001,Distritos,,161,Viviendas,,931,Plazas,,5.78260869565217,Plazas,,2.63891165382724,Porcentaje,2024M11,03,Alicante/Alacant,03120,San Miguel de Salinas
0312102,Distritos,,614,Viviendas,,2979,Plazas,,4.85179153094463,Plazas,,2.84469977761305,Porcentaje,2024M11,03,Alicante/Alacant,03121,Santa Pola
0312101,Distritos,,1354,Viviendas,,7215,Plazas,,5.32865583456425,Plazas,,5.74434686691273,Porcentaje,2024M11,03,Alicante/Alacant,03121,Santa Pola
0312202,Distritos,,21,Viviendas,,102,Plazas,,4.85714285714286,Plazas,,0.304789550072569,Porcentaje,2024M11,03,Alicante/Alacant,03122,Sant Vicent del Raspeig/San Vicente del Raspeig
0312201,Distritos,,22,Viviendas,,93,Plazas,,4.22727272727273,Plazas,,0.19347462844077,Porcentaje,2024M11,03,Alicante/Alacant,03122,Sant Vicent del Raspeig/San Vicente del Raspeig
0312203,Distritos,,51,Viviendas,,297,Plazas,,5.82352941176471,Plazas,,0.573678290213723,Porcentaje,2024M11,03,Alicante/Alacant,03122,Sant Vicent del Raspeig/San Vicente del Raspeig
0312301,Distritos,,6,Viviendas,,31,Plazas,,5.16666666666667,Plazas,,0.174621653084983,Porcentaje,2024M11,03,Alicante/Alacant,03123,Sax
0312302,Distritos,,23,Viviendas,,116,Plazas,,5.04347826086957,Plazas,,0.804195804195804,Porcentaje,2024M11,03,Alicante/Alacant,03123,Sax
0312401,Distritos,,12,Viviendas,,69,Plazas,,5.75,Plazas,,1.46520146520147,Porcentaje,2024M11,03,Alicante/Alacant,03124,Sella
0312501,Distritos,,8,Viviendas,,44,Plazas,,5.5,Plazas,,1.68776371308017,Porcentaje,2024M11,03,Alicante/Alacant,03125,Senija
0312701,Distritos,,14,Viviendas,,52,Plazas,,3.71428571428571,Plazas,,1.92837465564738,Porcentaje,2024M11,03,Alicante/Alacant,03127,Tàrbena
0312803,Distritos,,1159,Viviendas,,7741,Plazas,,6.67903364969802,Plazas,,14.2156261498835,Porcentaje,2024M11,03,Alicante/Alacant,03128,Teulada
0312802,Distritos,,160,Viviendas,,717,Plazas,,4.48125,Plazas,,11.6194625998548,Porcentaje,2024M11,03,Alicante/Alacant,03128,Teulada
0312801,Distritos,,109,Viviendas,,723,Plazas,,6.63302752293578,Plazas,,3.36315951866708,Porcentaje,2024M11,03,Alicante/Alacant,03128,Teulada
0312901,Distritos,,13,Viviendas,,79,Plazas,,6.07692307692308,Plazas,,0.715465052283985,Porcentaje,2024M11,03,Alicante/Alacant,03129,Tibi
0313001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,03,Alicante/Alacant,03130,Tollos
0313101,Distritos,,4,Viviendas,,20,Plazas,,5,Plazas,,1.43884892086331,Porcentaje,2024M11,03,Alicante/Alacant,03131,Tormos
0313201,Distritos,,9,Viviendas,,63,Plazas,,7,Plazas,,1.15532734274711,Porcentaje,2024M11,03,Alicante/Alacant,03132,"Torre de les Maçanes, la/Torremanzanas"
0313302,Distritos,,1331,Viviendas,,6575,Plazas,,4.93989481592787,Plazas,,3.77803008799319,Porcentaje,2024M11,03,Alicante/Alacant,03133,Torrevieja
0313301,Distritos,,677,Viviendas,,3254,Plazas,,4.80649926144756,Plazas,,2.97099223241322,Porcentaje,2024M11,03,Alicante/Alacant,03133,Torrevieja
0313303,Distritos,,3132,Viviendas,,14405,Plazas,,4.5992975734355,Plazas,,4.83938256153525,Porcentaje,2024M11,03,Alicante/Alacant,03133,Torrevieja
0313401,Distritos,,5,Viviendas,,19,Plazas,,3.8,Plazas,,2.45098039215686,Porcentaje,2024M11,03,Alicante/Alacant,03134,"Vall d'Alcalà, la"
0313501,Distritos,,3,Viviendas,,12,Plazas,,4,Plazas,,0.967741935483871,Porcentaje,2024M11,03,Alicante/Alacant,03135,"Vall d'Ebo, la"
0313601,Distritos,,17,Viviendas,,109,Plazas,,6.41176470588235,Plazas,,2.1356783919598,Porcentaje,2024M11,03,Alicante/Alacant,03136,"Vall de Gallinera, la"
0313701,Distritos,,14,Viviendas,,103,Plazas,,7.35714285714286,Plazas,,2.11480362537764,Porcentaje,2024M11,03,Alicante/Alacant,03137,"Vall de Laguar, la"
0313801,Distritos,,151,Viviendas,,754,Plazas,,4.99337748344371,Plazas,,3.85794583546244,Porcentaje,2024M11,03,Alicante/Alacant,03138,"Verger, el"
0313902,Distritos,,164,Viviendas,,650,Plazas,,3.96341463414634,Plazas,,7.95730228044638,Porcentaje,2024M11,03,Alicante/Alacant,03139,"Vila Joiosa, la/Villajoyosa"
0313901,Distritos,,208,Viviendas,,946,Plazas,,4.54807692307692,Plazas,,2.29251625702634,Porcentaje,2024M11,03,Alicante/Alacant,03139,"Vila Joiosa, la/Villajoyosa"
0313903,Distritos,,616,Viviendas,,2914,Plazas,,4.73051948051948,Plazas,,4.20592653284173,Porcentaje,2024M11,03,Alicante/Alacant,03139,"Vila Joiosa, la/Villajoyosa"
0314007,Distritos,,10,Viviendas,,76,Plazas,,7.6,Plazas,,0.338066260987153,Porcentaje,2024M11,03,Alicante/Alacant,03140,Villena
0314006,Distritos,,8,Viviendas,,38,Plazas,,4.75,Plazas,,0.227855311876958,Porcentaje,2024M11,03,Alicante/Alacant,03140,Villena
0314004,Distritos,,4,Viviendas,,19,Plazas,,4.75,Plazas,,0.209533787323206,Porcentaje,2024M11,03,Alicante/Alacant,03140,Villena
0314002,Distritos,,9,Viviendas,,50,Plazas,,5.55555555555556,Plazas,,0.411334552102377,Porcentaje,2024M11,03,Alicante/Alacant,03140,Villena
0314001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,03,Alicante/Alacant,03140,Villena
0314003,Distritos,,7,Viviendas,,37,Plazas,,5.28571428571429,Plazas,,0.457217504898759,Porcentaje,2024M11,03,Alicante/Alacant,03140,Villena
0314005,Distritos,,18,Viviendas,,79,Plazas,,4.38888888888889,Plazas,,0.382246761520493,Porcentaje,2024M11,03,Alicante/Alacant,03140,Villena
0390101,Distritos,,249,Viviendas,,1306,Plazas,,5.24497991967872,Plazas,,8.49829351535836,Porcentaje,2024M11,03,Alicante/Alacant,03901,"Poblets, els"
0390201,Distritos,,562,Viviendas,,2958,Plazas,,5.26334519572954,Plazas,,2.29069862232005,Porcentaje,2024M11,03,Alicante/Alacant,03902,Pilar de la Horadada
0390301,Distritos,,67,Viviendas,,360,Plazas,,5.37313432835821,Plazas,,1.9533527696793,Porcentaje,2024M11,03,Alicante/Alacant,03903,"Montesinos, Los"
0390401,Distritos,,5,Viviendas,,23,Plazas,,4.6,Plazas,,0.418410041841004,Porcentaje,2024M11,03,Alicante/Alacant,03904,San Isidro
0400101,Distritos,,1,Viviendas,,2,Plazas,,2,Plazas,,0.0929368029739777,Porcentaje,2024M11,04,Almería,04001,Abla
0400201,Distritos,,3,Viviendas,,24,Plazas,,8,Plazas,,0.325732899022801,Porcentaje,2024M11,04,Almería,04002,Abrucena
0400305,Distritos,,2,Viviendas,,4,Plazas,,2,Plazas,,0.113058224985868,Porcentaje,2024M11,04,Almería,04003,Adra
0400302,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04003,Adra
0400304,Distritos,,17,Viviendas,,134,Plazas,,7.88235294117647,Plazas,,1.94063926940639,Porcentaje,2024M11,04,Almería,04003,Adra
0400301,Distritos,,30,Viviendas,,129,Plazas,,4.3,Plazas,,0.515818431911967,Porcentaje,2024M11,04,Almería,04003,Adra
0400303,Distritos,,4,Viviendas,,14,Plazas,,3.5,Plazas,,0.186219739292365,Porcentaje,2024M11,04,Almería,04003,Adra
0400401,Distritos,,1,Viviendas,,6,Plazas,,6,Plazas,,0.134589502018843,Porcentaje,2024M11,04,Almería,04004,Albanchez
0400501,Distritos,,1,Viviendas,,8,Plazas,,8,Plazas,,0.18018018018018,Porcentaje,2024M11,04,Almería,04005,Alboloduy
0400604,Distritos,,7,Viviendas,,32,Plazas,,4.57142857142857,Plazas,,0.29486099410278,Porcentaje,2024M11,04,Almería,04006,Albox
0400602,Distritos,,3,Viviendas,,15,Plazas,,5,Plazas,,0.143815915627996,Porcentaje,2024M11,04,Almería,04006,Albox
0400601,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04006,Albox
0400603,Distritos,,13,Viviendas,,46,Plazas,,3.53846153846154,Plazas,,2.23367697594502,Porcentaje,2024M11,04,Almería,04006,Albox
0400701,Distritos,,12,Viviendas,,53,Plazas,,4.41666666666667,Plazas,,1.61073825503356,Porcentaje,2024M11,04,Almería,04007,Alcolea
0400801,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04008,Alcóntar
0400901,Distritos,,1,Viviendas,,2,Plazas,,2,Plazas,,0.5,Porcentaje,2024M11,04,Almería,04009,Alcudia de Monteagud
0401001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04010,Alhabia
0401101,Distritos,,5,Viviendas,,26,Plazas,,5.2,Plazas,,0.214041095890411,Porcentaje,2024M11,04,Almería,04011,Alhama de Almería
0401201,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.617283950617284,Porcentaje,2024M11,04,Almería,04012,Alicún
0401304,Distritos,,44,Viviendas,,191,Plazas,,4.34090909090909,Plazas,,1.03310636299601,Porcentaje,2024M11,04,Almería,04013,Almería
0401302,Distritos,,55,Viviendas,,237,Plazas,,4.30909090909091,Plazas,,1.32211538461538,Porcentaje,2024M11,04,Almería,04013,Almería
0401308,Distritos,,231,Viviendas,,1155,Plazas,,5,Plazas,,1.97082160225237,Porcentaje,2024M11,04,Almería,04013,Almería
0401305,Distritos,,38,Viviendas,,136,Plazas,,3.57894736842105,Plazas,,0.547077454650158,Porcentaje,2024M11,04,Almería,04013,Almería
0401307,Distritos,,345,Viviendas,,1455,Plazas,,4.21739130434783,Plazas,,0.903969605659636,Porcentaje,2024M11,04,Almería,04013,Almería
0401306,Distritos,,46,Viviendas,,178,Plazas,,3.8695652173913,Plazas,,0.158271401045968,Porcentaje,2024M11,04,Almería,04013,Almería
0401301,Distritos,,47,Viviendas,,189,Plazas,,4.02127659574468,Plazas,,2.50133049494412,Porcentaje,2024M11,04,Almería,04013,Almería
0401303,Distritos,,41,Viviendas,,185,Plazas,,4.51219512195122,Plazas,,0.860802015536427,Porcentaje,2024M11,04,Almería,04013,Almería
0401401,Distritos,,3,Viviendas,,14,Plazas,,4.66666666666667,Plazas,,2.22222222222222,Porcentaje,2024M11,04,Almería,04014,Almócita
0401501,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04015,Alsodux
0401601,Distritos,,7,Viviendas,,32,Plazas,,4.57142857142857,Plazas,,0.615655233069481,Porcentaje,2024M11,04,Almería,04016,Antas
0401602,Distritos,,9,Viviendas,,55,Plazas,,6.11111111111111,Plazas,,1.09622411693057,Porcentaje,2024M11,04,Almería,04016,Antas
0401701,Distritos,,22,Viviendas,,131,Plazas,,5.95454545454545,Plazas,,0.792792792792793,Porcentaje,2024M11,04,Almería,04017,Arboleas
0401801,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04018,Armuña de Almanzora
0401901,Distritos,,2,Viviendas,,10,Plazas,,5,Plazas,,0.583090379008746,Porcentaje,2024M11,04,Almería,04019,Bacares
0402001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04020,Bayárcal
0402101,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04021,Bayarque
0402201,Distritos,,23,Viviendas,,127,Plazas,,5.52173913043478,Plazas,,2.31621349446123,Porcentaje,2024M11,04,Almería,04022,Bédar
0402301,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04023,Beires
0402401,Distritos,,5,Viviendas,,15,Plazas,,3,Plazas,,0.235294117647059,Porcentaje,2024M11,04,Almería,04024,Benahadux
0402601,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04026,Benitagla
0402701,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04027,Benizalón
0402801,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04028,Bentarique
0402902,Distritos,,7,Viviendas,,54,Plazas,,7.71428571428571,Plazas,,0.302245250431779,Porcentaje,2024M11,04,Almería,04029,Berja
0402901,Distritos,,2,Viviendas,,14,Plazas,,7,Plazas,,0.0451263537906137,Porcentaje,2024M11,04,Almería,04029,Berja
0403001,Distritos,,1,Viviendas,,3,Plazas,,3,Plazas,,0.0889679715302491,Porcentaje,2024M11,04,Almería,04030,Canjáyar
0403102,Distritos,,4,Viviendas,,16,Plazas,,4,Plazas,,0.450958286358512,Porcentaje,2024M11,04,Almería,04031,Cantoria
0403101,Distritos,,12,Viviendas,,79,Plazas,,6.58333333333333,Plazas,,0.744416873449132,Porcentaje,2024M11,04,Almería,04031,Cantoria
0403202,Distritos,,20,Viviendas,,104,Plazas,,5.2,Plazas,,1.92122958693564,Porcentaje,2024M11,04,Almería,04032,Carboneras
0403201,Distritos,,224,Viviendas,,1040,Plazas,,4.64285714285714,Plazas,,4.26585412302419,Porcentaje,2024M11,04,Almería,04032,Carboneras
0403301,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04033,Castro de Filabres
0403401,Distritos,,1,Viviendas,,2,Plazas,,2,Plazas,,0.37037037037037,Porcentaje,2024M11,04,Almería,04034,Cóbdar
0403503,Distritos,,137,Viviendas,,703,Plazas,,5.13138686131387,Plazas,,3.21369927281257,Porcentaje,2024M11,04,Almería,04035,Cuevas del Almanzora
0403504,Distritos,,15,Viviendas,,83,Plazas,,5.53333333333333,Plazas,,0.719079578139981,Porcentaje,2024M11,04,Almería,04035,Cuevas del Almanzora
0403502,Distritos,,2,Viviendas,,14,Plazas,,7,Plazas,,0.22002200220022,Porcentaje,2024M11,04,Almería,04035,Cuevas del Almanzora
0403501,Distritos,,9,Viviendas,,29,Plazas,,3.22222222222222,Plazas,,0.280024891101431,Porcentaje,2024M11,04,Almería,04035,Cuevas del Almanzora
0403601,Distritos,,1,Viviendas,,12,Plazas,,12,Plazas,,0.335570469798658,Porcentaje,2024M11,04,Almería,04036,Chercos
0403701,Distritos,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.1354096140826,Porcentaje,2024M11,04,Almería,04037,Chirivel
0403801,Distritos,,5,Viviendas,,37,Plazas,,7.4,Plazas,,0.228310502283105,Porcentaje,2024M11,04,Almería,04038,Dalías
0404101,Distritos,,21,Viviendas,,107,Plazas,,5.09523809523809,Plazas,,2.76679841897233,Porcentaje,2024M11,04,Almería,04041,Enix
0404301,Distritos,,3,Viviendas,,44,Plazas,,14.6666666666667,Plazas,,0.410396716826265,Porcentaje,2024M11,04,Almería,04043,Felix
0404401,Distritos,,4,Viviendas,,19,Plazas,,4.75,Plazas,,0.328677074774035,Porcentaje,2024M11,04,Almería,04044,Fines
0404503,Distritos,,1,Viviendas,,11,Plazas,,11,Plazas,,0.151057401812689,Porcentaje,2024M11,04,Almería,04045,Fiñana
0404502,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04045,Fiñana
0404501,Distritos,,2,Viviendas,,8,Plazas,,4,Plazas,,0.44543429844098,Porcentaje,2024M11,04,Almería,04045,Fiñana
0404601,Distritos,,9,Viviendas,,68,Plazas,,7.55555555555556,Plazas,,0.619834710743802,Porcentaje,2024M11,04,Almería,04046,Fondón
0404701,Distritos,,3,Viviendas,,15,Plazas,,5,Plazas,,0.17636684303351,Porcentaje,2024M11,04,Almería,04047,Gádor
0404801,Distritos,,8,Viviendas,,48,Plazas,,6,Plazas,,0.441014332965821,Porcentaje,2024M11,04,Almería,04048,"Gallardos, Los"
0404902,Distritos,,66,Viviendas,,334,Plazas,,5.06060606060606,Plazas,,1.72820109976434,Porcentaje,2024M11,04,Almería,04049,Garrucha
0404901,Distritos,,46,Viviendas,,231,Plazas,,5.02173913043478,Plazas,,1.41931502622647,Porcentaje,2024M11,04,Almería,04049,Garrucha
0405001,Distritos,,4,Viviendas,,16,Plazas,,4,Plazas,,0.346921075455334,Porcentaje,2024M11,04,Almería,04050,Gérgal
0405101,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04051,Huécija
0405201,Distritos,,5,Viviendas,,19,Plazas,,3.8,Plazas,,0.0692424871901399,Porcentaje,2024M11,04,Almería,04052,Huércal de Almería
0405302,Distritos,,9,Viviendas,,44,Plazas,,4.88888888888889,Plazas,,0.252454417952314,Porcentaje,2024M11,04,Almería,04053,Huércal-Overa
0405303,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04053,Huércal-Overa
0405301,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04053,Huércal-Overa
0405304,Distritos,,7,Viviendas,,41,Plazas,,5.85714285714286,Plazas,,0.26080476900149,Porcentaje,2024M11,04,Almería,04053,Huércal-Overa
0405305,Distritos,,4,Viviendas,,29,Plazas,,7.25,Plazas,,0.29940119760479,Porcentaje,2024M11,04,Almería,04053,Huércal-Overa
0405401,Distritos,,2,Viviendas,,18,Plazas,,9,Plazas,,0.53475935828877,Porcentaje,2024M11,04,Almería,04054,Íllar
0405501,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.221238938053097,Porcentaje,2024M11,04,Almería,04055,Instinción
0405601,Distritos,,9,Viviendas,,36,Plazas,,4,Plazas,,5.11363636363636,Porcentaje,2024M11,04,Almería,04056,Laroya
0405701,Distritos,,6,Viviendas,,28,Plazas,,4.66666666666667,Plazas,,0.882352941176471,Porcentaje,2024M11,04,Almería,04057,Láujar de Andarax
0405702,Distritos,,2,Viviendas,,9,Plazas,,4.5,Plazas,,0.253485424588086,Porcentaje,2024M11,04,Almería,04057,Láujar de Andarax
0405801,Distritos,,1,Viviendas,,12,Plazas,,12,Plazas,,0.261780104712042,Porcentaje,2024M11,04,Almería,04058,Líjar
0405902,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04059,Lubrín
0405901,Distritos,,18,Viviendas,,79,Plazas,,4.38888888888889,Plazas,,1.875,Porcentaje,2024M11,04,Almería,04059,Lubrín
0406001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04060,Lucainena de las Torres
0406101,Distritos,,9,Viviendas,,94,Plazas,,10.4444444444444,Plazas,,1.20805369127517,Porcentaje,2024M11,04,Almería,04061,Lúcar
0406201,Distritos,,2,Viviendas,,10,Plazas,,5,Plazas,,0.0665335994677312,Porcentaje,2024M11,04,Almería,04062,Macael
0406301,Distritos,,1,Viviendas,,16,Plazas,,16,Plazas,,0.0886524822695035,Porcentaje,2024M11,04,Almería,04063,María
0406401,Distritos,,889,Viviendas,,4372,Plazas,,4.91788526434196,Plazas,,9.2000413950119,Porcentaje,2024M11,04,Almería,04064,Mojácar
0406501,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04065,Nacimiento
0406603,Distritos,,543,Viviendas,,2619,Plazas,,4.8232044198895,Plazas,,14.7034930950447,Porcentaje,2024M11,04,Almería,04066,Níjar
0406602,Distritos,,344,Viviendas,,1669,Plazas,,4.85174418604651,Plazas,,11.4743162108072,Porcentaje,2024M11,04,Almería,04066,Níjar
0406601,Distritos,,38,Viviendas,,195,Plazas,,5.13157894736842,Plazas,,0.431230140717204,Porcentaje,2024M11,04,Almería,04066,Níjar
0406701,Distritos,,6,Viviendas,,29,Plazas,,4.83333333333333,Plazas,,0.758533501896334,Porcentaje,2024M11,04,Almería,04067,Ohanes
0406801,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,04,Almería,04068,Olula de Castro
0406901,Distritos,,2,Viviendas,,6,Plazas,,3,Plazas,,0.0546746856205577,Porcentaje,2024M11,04,Almería,04069,Olula del Río
