CUDIS,Nivel,NOTA1,vivienda turistica,unidad1,nota2,plazas,unidad2,nota3,plazas por vivienda turistica,unidad3,nota4,Porcentaje vivienda turistica,UNIDAD4,PERIODO,PROV,PROV_LITERAL,MUN,MUN_LITERAL
0100101,Distritos,,2,Viviendas,,11,Plazas,,5.5,Plazas,,0.155038759689922,Porcentaje,2024M11,01,Araba/Álava,01001,Alegría-Dulantzi
0100201,Distritos,,12,Viviendas,,63,Plazas,,5.25,Plazas,,0.242277407631738,Porcentaje,2024M11,01,Araba/Álava,01002,Amurrio
0100301,Distritos,,4,Viviendas,,20,Plazas,,5,Plazas,,0.549450549450549,Porcentaje,2024M11,01,Araba/Álava,01003,Aramaio
0100401,Distritos,,2,Viviendas,,24,Plazas,,12,Plazas,,0.17636684303351,Porcentaje,2024M11,01,Araba/Álava,01004,Artziniega
0100601,Distritos,,1,Viviendas,,8,Plazas,,8,Plazas,,0.617283950617284,Porcentaje,2024M11,01,Araba/Álava,01006,Armiñón
0100801,Distritos,,2,Viviendas,,6,Plazas,,3,Plazas,,0.3690036900369,Porcentaje,2024M11,01,Araba/Álava,01008,Arratzua-Ubarrundia
0100901,Distritos,,8,Viviendas,,47,Plazas,,5.875,Plazas,,0.710479573712256,Porcentaje,2024M11,01,Araba/Álava,01009,Asparrena
0101001,Distritos,,10,Viviendas,,62,Plazas,,6.2,Plazas,,0.646412411118293,Porcentaje,2024M11,01,Araba/Álava,01010,Ayala/Aiara
0101101,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.403225806451613,Porcentaje,2024M11,01,Araba/Álava,01011,Baños de Ebro/Mañueta
0101301,Distritos,,2,Viviendas,,6,Plazas,,3,Plazas,,0.357142857142857,Porcentaje,2024M11,01,Araba/Álava,01013,Barrundia
0101401,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01014,Berantevilla
0101601,Distritos,,2,Viviendas,,21,Plazas,,10.5,Plazas,,0.324149108589951,Porcentaje,2024M11,01,Araba/Álava,01016,Bernedo
0101701,Distritos,,10,Viviendas,,45,Plazas,,4.5,Plazas,,1.03734439834025,Porcentaje,2024M11,01,Araba/Álava,01017,Campezo/Kanpezu
0101801,Distritos,,10,Viviendas,,47,Plazas,,4.7,Plazas,,1.02459016393443,Porcentaje,2024M11,01,Araba/Álava,01018,Zigoitia
0101901,Distritos,,1,Viviendas,,14,Plazas,,14,Plazas,,0.709219858156028,Porcentaje,2024M11,01,Araba/Álava,01019,Kripan
0102001,Distritos,,2,Viviendas,,12,Plazas,,6,Plazas,,0.60790273556231,Porcentaje,2024M11,01,Araba/Álava,01020,Kuartango
0102101,Distritos,,5,Viviendas,,16,Plazas,,3.2,Plazas,,1.70648464163823,Porcentaje,2024M11,01,Araba/Álava,01021,Elburgo/Burgelu
0102201,Distritos,,9,Viviendas,,59,Plazas,,6.55555555555556,Plazas,,1.1015911872705,Porcentaje,2024M11,01,Araba/Álava,01022,Elciego
0102301,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01023,Elvillar/Bilar
0102701,Distritos,,1,Viviendas,,2,Plazas,,2,Plazas,,0.335570469798658,Porcentaje,2024M11,01,Araba/Álava,01027,Iruraiz-Gauna
0102801,Distritos,,12,Viviendas,,86,Plazas,,7.16666666666667,Plazas,,0.617601646937725,Porcentaje,2024M11,01,Araba/Álava,01028,Labastida/Bastida
0103001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01030,Lagrán
0103101,Distritos,,23,Viviendas,,134,Plazas,,5.82608695652174,Plazas,,1.67272727272727,Porcentaje,2024M11,01,Araba/Álava,01031,Laguardia
0103201,Distritos,,7,Viviendas,,49,Plazas,,7,Plazas,,1.04321907600596,Porcentaje,2024M11,01,Araba/Álava,01032,Lanciego/Lantziego
0103301,Distritos,,4,Viviendas,,36,Plazas,,9,Plazas,,0.628930817610063,Porcentaje,2024M11,01,Araba/Álava,01033,Lapuebla de Labarca
0103401,Distritos,,8,Viviendas,,56,Plazas,,7,Plazas,,2.90909090909091,Porcentaje,2024M11,01,Araba/Álava,01034,Leza
0103601,Distritos,,10,Viviendas,,46,Plazas,,4.6,Plazas,,0.111086425238836,Porcentaje,2024M11,01,Araba/Álava,01036,Laudio/Llodio
0103701,Distritos,,6,Viviendas,,43,Plazas,,7.16666666666667,Plazas,,0.916030534351145,Porcentaje,2024M11,01,Araba/Álava,01037,Arraia-Maeztu
0103901,Distritos,,1,Viviendas,,8,Plazas,,8,Plazas,,0.462962962962963,Porcentaje,2024M11,01,Araba/Álava,01039,Moreda de Álava/Moreda Araba
0104101,Distritos,,1,Viviendas,,8,Plazas,,8,Plazas,,0.591715976331361,Porcentaje,2024M11,01,Araba/Álava,01041,Navaridas
0104201,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01042,Okondo
0104301,Distritos,,4,Viviendas,,31,Plazas,,7.75,Plazas,,0.211640211640212,Porcentaje,2024M11,01,Araba/Álava,01043,Oyón-Oion
0104401,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01044,Peñacerrada-Urizaharra
0104601,Distritos,,4,Viviendas,,29,Plazas,,7.25,Plazas,,0.676818950930626,Porcentaje,2024M11,01,Araba/Álava,01046,Erriberagoitia/Ribera Alta
0104701,Distritos,,1,Viviendas,,8,Plazas,,8,Plazas,,0.139275766016713,Porcentaje,2024M11,01,Araba/Álava,01047,Ribera Baja/Erriberabeitia
0104901,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01049,Añana
0105101,Distritos,,2,Viviendas,,16,Plazas,,8,Plazas,,0.0782166601486116,Porcentaje,2024M11,01,Araba/Álava,01051,Agurain/Salvatierra
0105201,Distritos,,6,Viviendas,,31,Plazas,,5.16666666666667,Plazas,,2.62008733624454,Porcentaje,2024M11,01,Araba/Álava,01052,Samaniego
0105301,Distritos,,5,Viviendas,,45,Plazas,,9,Plazas,,1.03092783505155,Porcentaje,2024M11,01,Araba/Álava,01053,San Millán/Donemiliaga
0105401,Distritos,,3,Viviendas,,12,Plazas,,4,Plazas,,0.332225913621262,Porcentaje,2024M11,01,Araba/Álava,01054,Urkabustaiz
0105501,Distritos,,7,Viviendas,,57,Plazas,,8.14285714285714,Plazas,,0.563607085346216,Porcentaje,2024M11,01,Araba/Álava,01055,Valdegovía/Gaubea
0105601,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.374531835205993,Porcentaje,2024M11,01,Araba/Álava,01056,Harana/Valle de Arana
0105701,Distritos,,3,Viviendas,,19,Plazas,,6.33333333333333,Plazas,,1.10294117647059,Porcentaje,2024M11,01,Araba/Álava,01057,Villabuena de Álava/Eskuernaga
0105801,Distritos,,5,Viviendas,,27,Plazas,,5.4,Plazas,,0.484027105517909,Porcentaje,2024M11,01,Araba/Álava,01058,Legutio
0105903,Distritos,,21,Viviendas,,81,Plazas,,3.85714285714286,Plazas,,0.0833796553640912,Porcentaje,2024M11,01,Araba/Álava,01059,Vitoria-Gasteiz
0105906,Distritos,,12,Viviendas,,40,Plazas,,3.33333333333333,Plazas,,0.395126769838657,Porcentaje,2024M11,01,Araba/Álava,01059,Vitoria-Gasteiz
0105904,Distritos,,31,Viviendas,,134,Plazas,,4.32258064516129,Plazas,,0.179045858842555,Porcentaje,2024M11,01,Araba/Álava,01059,Vitoria-Gasteiz
0105905,Distritos,,16,Viviendas,,49,Plazas,,3.0625,Plazas,,0.0737021511815376,Porcentaje,2024M11,01,Araba/Álava,01059,Vitoria-Gasteiz
0105901,Distritos,,77,Viviendas,,265,Plazas,,3.44155844155844,Plazas,,0.362131401965856,Porcentaje,2024M11,01,Araba/Álava,01059,Vitoria-Gasteiz
0105902,Distritos,,23,Viviendas,,72,Plazas,,3.1304347826087,Plazas,,0.0733792751403777,Porcentaje,2024M11,01,Araba/Álava,01059,Vitoria-Gasteiz
0106001,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.490196078431373,Porcentaje,2024M11,01,Araba/Álava,01060,Yécora/Iekora
0106101,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01061,Zalduondo
0106201,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.251889168765743,Porcentaje,2024M11,01,Araba/Álava,01062,Zambrana
0106301,Distritos,,8,Viviendas,,82,Plazas,,10.25,Plazas,,0.60790273556231,Porcentaje,2024M11,01,Araba/Álava,01063,Zuia
0190101,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,01,Araba/Álava,01901,Iruña Oka/Iruña de Oca
0190201,Distritos,,2,Viviendas,,27,Plazas,,13.5,Plazas,,0.285714285714286,Porcentaje,2024M11,01,Araba/Álava,01902,Lantarón
0200101,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02001,Abengibre
0200201,Distritos,,2,Viviendas,,30,Plazas,,15,Plazas,,0.303951367781155,Porcentaje,2024M11,02,Albacete,02002,Alatoz
0200303,Distritos,,32,Viviendas,,152,Plazas,,4.75,Plazas,,0.329557157569516,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200306,Distritos,,32,Viviendas,,125,Plazas,,3.90625,Plazas,,0.345087889571875,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200302,Distritos,,63,Viviendas,,262,Plazas,,4.15873015873016,Plazas,,0.35064284521623,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200307,Distritos,,45,Viviendas,,186,Plazas,,4.13333333333333,Plazas,,0.364874726343955,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200304,Distritos,,40,Viviendas,,142,Plazas,,3.55,Plazas,,0.420212207164618,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200305,Distritos,,33,Viviendas,,129,Plazas,,3.90909090909091,Plazas,,0.399854598327881,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200301,Distritos,,53,Viviendas,,213,Plazas,,4.0188679245283,Plazas,,0.409108452335006,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200308,Distritos,,17,Viviendas,,96,Plazas,,5.64705882352941,Plazas,,0.247416678794935,Porcentaje,2024M11,02,Albacete,02003,Albacete
0200401,Distritos,,2,Viviendas,,8,Plazas,,4,Plazas,,0.352112676056338,Porcentaje,2024M11,02,Albacete,02004,Albatana
0200501,Distritos,,3,Viviendas,,20,Plazas,,6.66666666666667,Plazas,,0.354609929078014,Porcentaje,2024M11,02,Albacete,02005,Alborea
0200601,Distritos,,2,Viviendas,,10,Plazas,,5,Plazas,,0.31055900621118,Porcentaje,2024M11,02,Albacete,02006,Alcadozo
0200701,Distritos,,97,Viviendas,,654,Plazas,,6.74226804123711,Plazas,,6.44946808510638,Porcentaje,2024M11,02,Albacete,02007,Alcalá del Júcar
0200801,Distritos,,38,Viviendas,,226,Plazas,,5.94736842105263,Plazas,,2.43277848911652,Porcentaje,2024M11,02,Albacete,02008,Alcaraz
0200902,Distritos,,11,Viviendas,,48,Plazas,,4.36363636363636,Plazas,,0.481189851268591,Porcentaje,2024M11,02,Albacete,02009,Almansa
0200901,Distritos,,4,Viviendas,,15,Plazas,,3.75,Plazas,,0.308166409861325,Porcentaje,2024M11,02,Albacete,02009,Almansa
0200904,Distritos,,7,Viviendas,,31,Plazas,,4.42857142857143,Plazas,,0.190683737401253,Porcentaje,2024M11,02,Albacete,02009,Almansa
0200903,Distritos,,7,Viviendas,,36,Plazas,,5.14285714285714,Plazas,,0.115951631605102,Porcentaje,2024M11,02,Albacete,02009,Almansa
0201001,Distritos,,4,Viviendas,,24,Plazas,,6,Plazas,,0.403225806451613,Porcentaje,2024M11,02,Albacete,02010,Alpera
0201002,Distritos,,6,Viviendas,,64,Plazas,,10.6666666666667,Plazas,,0.975609756097561,Porcentaje,2024M11,02,Albacete,02010,Alpera
0201101,Distritos,,14,Viviendas,,85,Plazas,,6.07142857142857,Plazas,,1.23022847100176,Porcentaje,2024M11,02,Albacete,02011,Ayna
0201201,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02012,Balazote
0201301,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02013,Balsa de Ves
0201401,Distritos,,3,Viviendas,,30,Plazas,,10,Plazas,,0.69284064665127,Porcentaje,2024M11,02,Albacete,02014,"Ballestero, El"
0201501,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02015,Barrax
0201601,Distritos,,3,Viviendas,,24,Plazas,,8,Plazas,,0.377833753148615,Porcentaje,2024M11,02,Albacete,02016,Bienservida
0201701,Distritos,,15,Viviendas,,103,Plazas,,6.86666666666667,Plazas,,1.06685633001422,Porcentaje,2024M11,02,Albacete,02017,Bogarra
0201801,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02018,Bonete
0201901,Distritos,,2,Viviendas,,24,Plazas,,12,Plazas,,0.0901713255184851,Porcentaje,2024M11,02,Albacete,02019,"Bonillo, El"
0202001,Distritos,,7,Viviendas,,71,Plazas,,10.1428571428571,Plazas,,1.22591943957968,Porcentaje,2024M11,02,Albacete,02020,Carcelén
0202101,Distritos,,6,Viviendas,,60,Plazas,,10,Plazas,,0.695249130938586,Porcentaje,2024M11,02,Albacete,02021,Casas de Juan Núñez
0202201,Distritos,,1,Viviendas,,6,Plazas,,6,Plazas,,0.191204588910134,Porcentaje,2024M11,02,Albacete,02022,Casas de Lázaro
0202301,Distritos,,4,Viviendas,,47,Plazas,,11.75,Plazas,,0.471698113207547,Porcentaje,2024M11,02,Albacete,02023,Casas de Ves
0202401,Distritos,,5,Viviendas,,35,Plazas,,7,Plazas,,0.225631768953069,Porcentaje,2024M11,02,Albacete,02024,Casas-Ibáñez
0202402,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02024,Casas-Ibáñez
0202501,Distritos,,13,Viviendas,,69,Plazas,,5.30769230769231,Plazas,,0.204241948153967,Porcentaje,2024M11,02,Albacete,02025,Caudete
0202601,Distritos,,2,Viviendas,,16,Plazas,,8,Plazas,,0.298507462686567,Porcentaje,2024M11,02,Albacete,02026,Cenizate
0202701,Distritos,,1,Viviendas,,10,Plazas,,10,Plazas,,0.28735632183908,Porcentaje,2024M11,02,Albacete,02027,Corral-Rubio
0202801,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02028,Cotillas
0202902,Distritos,,12,Viviendas,,108,Plazas,,9,Plazas,,0.686106346483705,Porcentaje,2024M11,02,Albacete,02029,Chinchilla de Monte-Aragón
0202901,Distritos,,4,Viviendas,,25,Plazas,,6.25,Plazas,,0.246913580246914,Porcentaje,2024M11,02,Albacete,02029,Chinchilla de Monte-Aragón
0203002,Distritos,,18,Viviendas,,134,Plazas,,7.44444444444444,Plazas,,0.757257046697518,Porcentaje,2024M11,02,Albacete,02030,Elche de la Sierra
0203001,Distritos,,3,Viviendas,,18,Plazas,,6,Plazas,,0.20746887966805,Porcentaje,2024M11,02,Albacete,02030,Elche de la Sierra
0203101,Distritos,,1,Viviendas,,15,Plazas,,15,Plazas,,0.129533678756477,Porcentaje,2024M11,02,Albacete,02031,Férez
0203201,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02032,Fuensanta
0203301,Distritos,,9,Viviendas,,72,Plazas,,8,Plazas,,0.563204005006258,Porcentaje,2024M11,02,Albacete,02033,Fuente-Álamo
0203401,Distritos,,4,Viviendas,,22,Plazas,,5.5,Plazas,,0.276243093922652,Porcentaje,2024M11,02,Albacete,02034,Fuentealbilla
0203501,Distritos,,1,Viviendas,,7,Plazas,,7,Plazas,,0.0643086816720257,Porcentaje,2024M11,02,Albacete,02035,"Gineta, La"
0203601,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02036,Golosalvo
0203706,Distritos,,1,Viviendas,,3,Plazas,,3,Plazas,,0.113122171945701,Porcentaje,2024M11,02,Albacete,02037,Hellín
0203705,Distritos,,4,Viviendas,,20,Plazas,,5,Plazas,,0.196078431372549,Porcentaje,2024M11,02,Albacete,02037,Hellín
0203703,Distritos,,10,Viviendas,,69,Plazas,,6.9,Plazas,,0.168180289270098,Porcentaje,2024M11,02,Albacete,02037,Hellín
0203704,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02037,Hellín
0203701,Distritos,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.0517732332384157,Porcentaje,2024M11,02,Albacete,02037,Hellín
0203702,Distritos,,8,Viviendas,,35,Plazas,,4.375,Plazas,,0.280898876404494,Porcentaje,2024M11,02,Albacete,02037,Hellín
0203801,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02038,"Herrera, La"
0203901,Distritos,,5,Viviendas,,20,Plazas,,4,Plazas,,0.4995004995005,Porcentaje,2024M11,02,Albacete,02039,Higueruela
0204001,Distritos,,1,Viviendas,,16,Plazas,,16,Plazas,,0.233100233100233,Porcentaje,2024M11,02,Albacete,02040,Hoya-Gonzalo
0204101,Distritos,,20,Viviendas,,123,Plazas,,6.15,Plazas,,3.74531835205993,Porcentaje,2024M11,02,Albacete,02041,Jorquera
0204201,Distritos,,18,Viviendas,,123,Plazas,,6.83333333333333,Plazas,,1.27931769722815,Porcentaje,2024M11,02,Albacete,02042,Letur
0204301,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02043,Lezuza
0204401,Distritos,,5,Viviendas,,46,Plazas,,9.2,Plazas,,0.365230094959825,Porcentaje,2024M11,02,Albacete,02044,Liétor
0204501,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02045,Madrigueras
0204502,Distritos,,1,Viviendas,,10,Plazas,,10,Plazas,,0.0752445447705041,Porcentaje,2024M11,02,Albacete,02045,Madrigueras
0204601,Distritos,,5,Viviendas,,24,Plazas,,4.8,Plazas,,0.459136822773186,Porcentaje,2024M11,02,Albacete,02046,Mahora
0204701,Distritos,,4,Viviendas,,31,Plazas,,7.75,Plazas,,1.40845070422535,Porcentaje,2024M11,02,Albacete,02047,Masegoso
0204801,Distritos,,4,Viviendas,,20,Plazas,,5,Plazas,,0.335570469798658,Porcentaje,2024M11,02,Albacete,02048,Minaya
0204901,Distritos,,13,Viviendas,,96,Plazas,,7.38461538461539,Plazas,,0.819672131147541,Porcentaje,2024M11,02,Albacete,02049,Molinicos
0205001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02050,Montalvos
0205101,Distritos,,2,Viviendas,,10,Plazas,,5,Plazas,,0.255102040816327,Porcentaje,2024M11,02,Albacete,02051,Montealegre del Castillo
0205102,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02051,Montealegre del Castillo
0205201,Distritos,,3,Viviendas,,34,Plazas,,11.3333333333333,Plazas,,0.555555555555556,Porcentaje,2024M11,02,Albacete,02052,Motilleja
0205302,Distritos,,2,Viviendas,,20,Plazas,,10,Plazas,,0.238095238095238,Porcentaje,2024M11,02,Albacete,02053,Munera
0205301,Distritos,,1,Viviendas,,10,Plazas,,10,Plazas,,0.115874855156431,Porcentaje,2024M11,02,Albacete,02053,Munera
0205303,Distritos,,3,Viviendas,,26,Plazas,,8.66666666666667,Plazas,,0.327868852459016,Porcentaje,2024M11,02,Albacete,02053,Munera
0205401,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02054,Navas de Jorquera
0205501,Distritos,,11,Viviendas,,71,Plazas,,6.45454545454545,Plazas,,0.766550522648084,Porcentaje,2024M11,02,Albacete,02055,Nerpio
0205602,Distritos,,1,Viviendas,,10,Plazas,,10,Plazas,,0.130548302872063,Porcentaje,2024M11,02,Albacete,02056,Ontur
0205601,Distritos,,1,Viviendas,,10,Plazas,,10,Plazas,,0.156739811912226,Porcentaje,2024M11,02,Albacete,02056,Ontur
0205701,Distritos,,55,Viviendas,,376,Plazas,,6.83636363636364,Plazas,,2.68817204301075,Porcentaje,2024M11,02,Albacete,02057,Ossa de Montiel
0205801,Distritos,,1,Viviendas,,2,Plazas,,2,Plazas,,0.144717800289436,Porcentaje,2024M11,02,Albacete,02058,Paterna del Madera
0205901,Distritos,,1,Viviendas,,6,Plazas,,6,Plazas,,0.261096605744125,Porcentaje,2024M11,02,Albacete,02059,Peñascosa
0206001,Distritos,,4,Viviendas,,34,Plazas,,8.5,Plazas,,0.373134328358209,Porcentaje,2024M11,02,Albacete,02060,Peñas de San Pedro
0206101,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.136239782016349,Porcentaje,2024M11,02,Albacete,02061,Pétrola
0206201,Distritos,,1,Viviendas,,5,Plazas,,5,Plazas,,0.22271714922049,Porcentaje,2024M11,02,Albacete,02062,Povedilla
0206301,Distritos,,4,Viviendas,,66,Plazas,,16.5,Plazas,,0.260586319218241,Porcentaje,2024M11,02,Albacete,02063,Pozohondo
0206401,Distritos,,2,Viviendas,,21,Plazas,,10.5,Plazas,,0.495049504950495,Porcentaje,2024M11,02,Albacete,02064,Pozo-Lorente
0206501,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.191204588910134,Porcentaje,2024M11,02,Albacete,02065,Pozuelo
0206601,Distritos,,3,Viviendas,,22,Plazas,,7.33333333333333,Plazas,,0.970873786407767,Porcentaje,2024M11,02,Albacete,02066,"Recueja, La"
0206701,Distritos,,112,Viviendas,,738,Plazas,,6.58928571428571,Plazas,,6.77146311970979,Porcentaje,2024M11,02,Albacete,02067,Riópar
0206801,Distritos,,5,Viviendas,,36,Plazas,,7.2,Plazas,,1.01626016260163,Porcentaje,2024M11,02,Albacete,02068,Robledo
0206901,Distritos,,6,Viviendas,,34,Plazas,,5.66666666666667,Plazas,,0.159574468085106,Porcentaje,2024M11,02,Albacete,02069,"Roda, La"
0206902,Distritos,,3,Viviendas,,10,Plazas,,3.33333333333333,Plazas,,0.0937793060331353,Porcentaje,2024M11,02,Albacete,02069,"Roda, La"
0206903,Distritos,,3,Viviendas,,15,Plazas,,5,Plazas,,0.154479917610711,Porcentaje,2024M11,02,Albacete,02069,"Roda, La"
0207001,Distritos,,1,Viviendas,,5,Plazas,,5,Plazas,,0.151285930408472,Porcentaje,2024M11,02,Albacete,02070,Salobre
0207101,Distritos,,1,Viviendas,,8,Plazas,,8,Plazas,,0.116144018583043,Porcentaje,2024M11,02,Albacete,02071,San Pedro
0207201,Distritos,,7,Viviendas,,67,Plazas,,9.57142857142857,Plazas,,0.788288288288288,Porcentaje,2024M11,02,Albacete,02072,Socovos
0207202,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02072,Socovos
0207302,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02073,Tarazona de la Mancha
0207301,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02073,Tarazona de la Mancha
0207403,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02074,Tobarra
0207404,Distritos,,3,Viviendas,,14,Plazas,,4.66666666666667,Plazas,,0.21291696238467,Porcentaje,2024M11,02,Albacete,02074,Tobarra
0207401,Distritos,,1,Viviendas,,4,Plazas,,4,Plazas,,0.0999000999000999,Porcentaje,2024M11,02,Albacete,02074,Tobarra
0207402,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02074,Tobarra
0207501,Distritos,,1,Viviendas,,10,Plazas,,10,Plazas,,0.131061598951507,Porcentaje,2024M11,02,Albacete,02075,Valdeganga
0207502,Distritos,,10,Viviendas,,107,Plazas,,10.7,Plazas,,1.96850393700787,Porcentaje,2024M11,02,Albacete,02075,Valdeganga
0207601,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02076,Vianos
0207701,Distritos,,2,Viviendas,,14,Plazas,,7,Plazas,,1.29032258064516,Porcentaje,2024M11,02,Albacete,02077,Villa de Ves
0207801,Distritos,,2,Viviendas,,17,Plazas,,8.5,Plazas,,0.225225225225225,Porcentaje,2024M11,02,Albacete,02078,Villalgordo del Júcar
0207901,Distritos,,2,Viviendas,,14,Plazas,,7,Plazas,,0.163532297628782,Porcentaje,2024M11,02,Albacete,02079,Villamalea
0207902,Distritos,,2,Viviendas,,27,Plazas,,13.5,Plazas,,0.175901495162709,Porcentaje,2024M11,02,Albacete,02079,Villamalea
0208001,Distritos,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,,Plazas,,0,Porcentaje,2024M11,02,Albacete,02080,Villapalacios
0208101,Distritos,,8,Viviendas,,54,Plazas,,6.75,Plazas,,0.28328611898017,Porcentaje,2024M11,02,Albacete,02081,Villarrobledo
0208103,Distritos,,5,Viviendas,,21,Plazas,,4.2,Plazas,,0.129466597617815,Porcentaje,2024M11,02,Albacete,02081,Villarrobledo
0208102,Distritos,,13,Viviendas,,72,Plazas,,5.53846153846154,Plazas,,0.291479820627803,Porcentaje,2024M11,02,Albacete,02081,Villarrobledo
0208104,Distritos,,9,Viviendas,,41,Plazas,,4.55555555555556,Plazas,,0.227502527805864,Porcentaje,2024M11,02,Albacete,02081,Villarrobledo
