id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
854208292534275962,Estudio en Resitur by TheGoodTourist,423182540,TheGoodTourist,Triana,Triana Este,37.37967311364185,-5.999917733065794,Entire home/apt,83,2,17,2024-11-03,0.71,18,116,3,VFT/SE/10632
854283927952451598,Precioso Apto de 2 habitaciones junto a la Alameda,3498128,Carlos,Casco Antiguo,San Gil,37.4009708,-5.994453699999999,Entire home/apt,106,1,14,2025-03-06,0.59,12,131,5,VFT/SE/10661
854690794993808906,Apartamento La Macarena,506949582,Videoesquelas,Macarena,La Barzola,37.40641080868641,-5.98154194432612,Entire home/apt,98,1,40,2024-05-05,1.66,1,314,2,CTC2023068631
854744373425010874,"Reformado, soleado y con bicicletas",304864385,Ana Belén,Macarena,"Begoña, Santa Catalina",37.40623128147438,-5.976315543147229,Entire home/apt,76,2,67,2025-03-14,2.77,1,29,33,VFT/SE/08188
855023810784714937,Encantador Apartamento Lumbreras Casco Antiguo,507010483,Javier,Casco Antiguo,San Gil,37.40188,-5.99512,Entire home/apt,,2,5,2023-06-30,0.21,1,0,0,VFT/SE/10715
855466706916093097,Habitación en Triana,131663500,Pedro,Triana,"El Tardón, El Carmen",37.378070078354305,-6.00944645767211,Private room,,2,43,2024-09-22,1.81,1,0,11,VUT/SE/12807
855571290747440133,Porvenir,507108329,Crexelia,Sur,El Porvenir,37.37271399999999,-5.9846416,Entire home/apt,278,2,0,,,1,239,0,VFT/SE/10507
855623661493253440,Casa de Miguel. Garaje opcional (Pregunte Precio),365400032,Angel José,Casco Antiguo,San Vicente,37.3947068434279,-6.002297523605026,Entire home/apt,63,2,97,2025-03-23,4.04,3,33,57,VFT/SE/09774
855627245894850169,Eme Sevilla Turistica,507120889,Rocio,Casco Antiguo,Arenal,37.38956719999999,-5.997450799999999,Private room,87,1,5,2025-03-03,0.23,4,78,3,VFT/SE/10934
855707886083437780,Loft frente al parque Miraflores,36772678,Marina,Macarena - Norte,Aeropuerto Viejo,37.40732305397769,-5.962362921798038,Entire home/apt,59,2,35,2025-03-03,2.18,1,328,24,Exempt
855751369285728761,Casa Procurador Triana,507157367,Alejandro,Triana,Triana Casco Antiguo,37.3872625,-6.0071292,Entire home/apt,,1,4,2023-09-17,0.17,1,0,0,VTF/SE/08240
855843976637734639,"Apartamento Triana, 5 mins centro",507188090,Isabel,Triana,Triana Este,37.3781174,-6.0027718,Entire home/apt,225,1,42,2024-10-02,1.77,1,134,18,CTC-2024070990
855917074967208536,Apartamento Leonor,507208461,Juan Ramon,Casco Antiguo,Alfalfa,37.39001434146358,-5.994008572390259,Entire home/apt,83,2,24,2025-03-16,1.00,1,172,17,VFT/SE/10723
856248289881672348,"Céntrico, acogedor y amplio piso en Sevilla",126624564,José Luis E Inés,Casco Antiguo,San Bartolomé,37.389528519929385,-5.987916274404017,Entire home/apt,252,2,46,2025-03-16,2.04,1,318,27,Exempt
856252075501665059,ISG Apartments: Cuna 1.1/Parking,182169184,Eduardo,Casco Antiguo,Alfalfa,37.3906232,-5.993052100000001,Entire home/apt,115,1,106,2025-03-18,4.52,63,203,48,A/SE/00421
856257649144251146,Encantador apartamento en el centro histórico,14958822,Nacho,Casco Antiguo,Arenal,37.38677,-5.99525,Entire home/apt,99,2,35,2025-02-07,1.47,192,50,9,VFT/SE/10173
856277338187712669,Moderno apartamento Sevilla zona Nervión. WiFi/AC,243308448,Fabio,Sur,Giralda Sur,37.3734838,-5.974062,Entire home/apt,83,3,38,2025-02-19,1.58,36,32,10,VFT/SE/10701
856284185928735549,MonKeys Apartments La Campana Suites,49873291,Monkeys Apartments,Casco Antiguo,"Encarnación, Regina",37.3928969,-5.9943592,Entire home/apt,113,2,25,2025-03-25,1.33,23,259,14,VFT/SE/05053
856422596439182378,Apartamento Cinta,493920937,Susana,Los Remedios,Los Remedios,37.37149,-5.99948,Entire home/apt,143,2,1,2023-06-04,0.05,1,154,0,CTC-2023062600
856591085608387401,Apartamento luminoso en Macarena,96693693,María Isabel,Macarena,"León XIII, Los Naranjos",37.40270882729184,-5.98369389349417,Entire home/apt,67,2,92,2025-03-17,3.93,1,71,56,VUT/SE/02791
856604105125220100,Estudio (sin cocina) en Alameda,507356569,Fátima,Casco Antiguo,San Gil,37.40091,-5.99389,Entire home/apt,120,2,23,2025-03-16,0.99,1,345,13,CTC-2018225284
856998517674374771,Encantadora estancia,490792,Montse,Nervión,La Buhaira,37.3823519,-5.9726033,Entire home/apt,49,3,46,2025-03-25,1.92,1,48,25,Exempt
857012541695298053,Eva Recommends Soho Alameda 1,245274103,García-Mier Ideas,Casco Antiguo,Feria,37.39841,-5.99236,Entire home/apt,147,2,1,2023-05-08,0.04,11,297,0,A/SE/00349
857037430079382534,Luxury in the historic center of Seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3952127,-5.9905928,Entire home/apt,128,1,50,2024-12-09,2.10,32,299,9,A/SE/00425
857050891761345394,Apartamento de 2 dormitorios con increíble vista,3451296,Boutike,Casco Antiguo,San Bartolomé,37.3894722825731,-5.98704709172549,Entire home/apt,194,1,28,2025-02-18,1.34,30,56,15,VFT/SE/10452
857059456589548498,Cuna 1.2/Parking,182169184,Eduardo,Casco Antiguo,Alfalfa,37.3906232,-5.993052100000001,Entire home/apt,113,1,152,2025-03-23,6.39,63,215,65,A/SE/00421
857067617091249424,ISG Apartments: Cuna 1.4/Parking,182169184,Eduardo,Casco Antiguo,Alfalfa,37.3906232,-5.993052100000001,Entire home/apt,99,1,128,2025-03-09,5.47,63,173,64,A/SE/00421
857068301580212737,ISG Apartments:  Cuna 2.1/Parking,182169184,Eduardo,Casco Antiguo,Alfalfa,37.3906232,-5.993052100000001,Entire home/apt,116,1,123,2025-03-20,5.32,63,132,64,A/SE/00421
857069657756485139,ISG Apartments:  Cuna 2.2 private pool/Parking,182169184,Eduardo,Casco Antiguo,Alfalfa,37.3906232,-5.993052100000001,Entire home/apt,127,1,82,2025-03-13,3.45,63,206,25,A/SE/00421
857070385462759975,ISG Apartments: Cuna 2.3 private pool/ Parking,182169184,Eduardo,Casco Antiguo,Alfalfa,37.3906232,-5.993052100000001,Entire home/apt,127,1,165,2025-03-25,7.03,63,217,94,A/SE/00421
857091073387640723,En el corazón de Sevilla,121334635,Carmen Raisa,Triana,"El Tardón, El Carmen",37.37325,-6.01432,Private room,186,1,1,2024-06-02,0.10,1,365,1,Exempt
857168344043599776,Luxurious studio for 2 in the old town of seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3952127,-5.9905928,Entire home/apt,128,1,67,2025-02-21,2.80,32,301,26,A/SE/00425
857183632077939688,Alohamundi Castellar,507477623,Cristina,Casco Antiguo,Feria,37.395339855448945,-5.990704162618348,Entire home/apt,123,2,86,2025-03-15,3.63,1,0,54,VFT/SE/07156
857201510314972693,Luxurious studio for 2 in the old town of seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3952127,-5.9905928,Entire home/apt,128,2,50,2025-02-02,2.09,32,300,15,A/SE/00425
857226179132259827,Luxury flat in the centre of Seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3952127,-5.9905928,Entire home/apt,128,1,56,2025-03-17,2.34,32,289,19,A/SE/00425
857229291175988156,Estudio moderno junto a la Catedral.,507491697,Torres,Casco Antiguo,Santa Cruz,37.38362,-5.99313,Entire home/apt,121,3,19,2025-03-09,1.01,8,290,12,A/SE/00141
857255556043094989,Estudio junto a la Catedral,507491697,Torres,Casco Antiguo,Arenal,37.38385770000001,-5.9940168,Entire home/apt,104,3,25,2025-02-10,1.33,8,299,20,A/SE/00141
857261368918620743,Luxury flat in the centre of Seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3952127,-5.9905928,Entire home/apt,128,1,38,2024-11-16,1.63,32,292,8,A/SE/00425
857262337002491660,Luxury flat in the centre of Seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3952127,-5.9905928,Entire home/apt,128,1,53,2025-02-23,2.21,32,288,14,A/SE/00425
857263437740002364,Luxury in the historic centre of Seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3952127,-5.9905928,Entire home/apt,108,2,61,2024-11-08,2.55,32,296,12,A/SE/00425
857328832797337387,"Impresionante y lujoso, a 5 minutos de La Catedral",59033429,Teresa,Casco Antiguo,San Bartolomé,37.388951846741506,-5.98816305398941,Entire home/apt,119,3,76,2025-03-09,3.14,1,7,39,VFT/SE/10266
857347787515163515,2. Habitación doble en el centro de Sevilla,109373985,Alba,Casco Antiguo,San Bartolomé,37.38976944155601,-5.9866041107633166,Private room,48,2,157,2025-03-22,6.50,5,33,85,VFT/SE/10669
857392024057382662,Habitación privada en Sevilla (4),180952692,Maximino,Macarena,Polígono Norte,37.4131246,-5.98,Private room,24,2,89,2025-02-19,3.69,3,38,36,CTC-2024210299
857597678674271688,Sevilla Cozy Rooms: Ideal Spot,5411922,Erna,Casco Antiguo,Santa Catalina,37.3910595,-5.9853209,Private room,32,9,13,2025-03-18,0.66,21,241,9,Exempt
857645576008534397,Exclusiva y lujosa casa en el centro,3498128,Carlos,Casco Antiguo,San Vicente,37.397548060354744,-5.999385917647302,Entire home/apt,274,1,21,2025-03-03,0.88,12,275,10,VFT/SE/08076
857699314701654839,ingles y español,245706075,Carmen,Casco Antiguo,San Vicente,37.39366,-6.00224,Entire home/apt,116,2,53,2025-03-02,2.23,2,8,30,VFT/SE/09559
857733586254028177,Maravillas apt w/autochecking,5983588,Pilar,Casco Antiguo,Feria,37.3971553,-5.988562600000001,Entire home/apt,83,3,33,2025-03-03,1.38,2,83,16,VTF/SE/10578
857750412140405793,Eva Recommends Soho Alameda 4,245274103,García-Mier Ideas,Casco Antiguo,Feria,37.3975437,-5.9911876,Entire home/apt,135,2,6,2024-11-03,0.26,11,281,1,A/SE/00349
857753633955088192,Eva Recommends Soho Alameda 5,245274103,García-Mier Ideas,Casco Antiguo,Feria,37.3975437,-5.9911876,Entire home/apt,126,2,8,2025-03-09,0.35,11,253,1,A/SE/00349
857755660833807837,Apartamento Acogedor Alameda,63098625,Donkey,Casco Antiguo,San Gil,37.40148,-5.99446,Entire home/apt,149,1,4,2023-11-15,0.17,13,116,0,VFT/SE/01819
857760623990166680,Apartamento Boutique Abades,63793257,Centro Turístico,Casco Antiguo,Santa Cruz,37.38632153886125,-5.99112744232789,Entire home/apt,241,2,6,2025-02-24,0.34,11,319,2,VFT/SE/01966
857769462358355927,Natural Suite Sevilla Center,178921446,Antonio & Isabel,Casco Antiguo,Santa Catalina,37.3924792,-5.985416100000001,Entire home/apt,57,1,6,2025-02-23,0.34,6,324,3,VFT/SE/05287
857804055348612258,Ohliving Alhóndiga,172894482,Luis Guillermo,Casco Antiguo,San Bartolomé,37.39071045635622,-5.987927909943888,Entire home/apt,189,2,9,2024-09-13,0.38,37,196,5,VUT/SE/03947
857807248078280752,Luminoso apartamento reformado en pleno centro,14958822,Nacho,Casco Antiguo,Santa Catalina,37.39253,-5.98512,Entire home/apt,140,2,2,2023-05-18,0.08,192,107,0,VFT/SE/10618
857852278684104118,Charming apartment in the heart of Sevilla,487268462,Hommyhome,Casco Antiguo,Alfalfa,37.38936550991228,-5.995934014817073,Entire home/apt,191,1,40,2025-03-17,1.72,9,229,35,A/SE/00404
857866459534243031,"Apt céntrico,  sin escalones.",84313068,Karen,Casco Antiguo,San Julián,37.395175947074165,-5.986733724663673,Entire home/apt,135,2,10,2023-10-31,0.42,1,332,0,202399904322391
858036633031138747,Large 138sqm apartment - Magdalena,507669923,José,Casco Antiguo,Museo,37.3894462,-5.9989159,Entire home/apt,191,1,46,2025-03-10,1.96,1,316,22,VFT/SE/03096
858070883502788289,Duplex próximo a Jesús del Gran Poder,209110979,Fernando Y Camia,Casco Antiguo,San Lorenzo,37.399696823004966,-5.996142046969393,Entire home/apt,182,2,17,2025-03-09,0.71,6,101,14,VUT/SE/10518
858388861890342393,Casa unifamiliar,506325660,Rocío,Cerro - Amate,Palmete,37.37553,-5.93521,Entire home/apt,72,1,28,2024-09-09,1.24,1,146,18,Exempt
858419317209409115,BeHouse Alameda,7222663,María Valme,Casco Antiguo,San Lorenzo,37.398113729622395,-5.994202191540836,Entire home/apt,129,2,42,2024-05-12,1.75,15,73,6,VFT/SE/04174
858459632041411662,Hostly Orfila 1 nuevo con terraza y wifi por fibra,3173171,Joaquín Y Natalia,Casco Antiguo,"Encarnación, Regina",37.3934137,-5.9938546,Entire home/apt,188,2,74,2025-03-22,3.10,31,19,44,VFT/SE/09888
858459762708748947,"Dúplex en Alameda, 2 Dorm Dobles",350850417,Sevilla Hosting,Casco Antiguo,San Lorenzo,37.4025036,-5.994887299999999,Entire home/apt,107,1,3,2025-01-10,0.26,28,267,3,VUT/SE/08121
858476603451985287,Alohamundi Plaza de Cuba,507746520,Helena,Triana,Triana Casco Antiguo,37.380521894327096,-5.998866047178702,Entire home/apt,158,2,46,2025-03-09,1.93,1,96,9,VFT/SE/10649
858496392575487109,Apartamento Alameda de Hércules,100274494,Sandra,Casco Antiguo,San Gil,37.40150023785902,-5.992545777909852,Entire home/apt,65,2,55,2025-03-16,2.32,1,326,43,VFT/SE/10747
858515572677732095,Fresh & Clean Room Sevilla Verde,189509996,Carmelo Juan,Sur,"Tiro de Línea, Santa Genoveva",37.36881160676823,-5.9736082355819615,Private room,42,1,37,2025-03-23,1.56,3,240,24,VFT/SE/05741
858655423388703733,Casa Suink. Apartment with balcony- center Seville,507790469,Javier,Casco Antiguo,Alfalfa,37.3910947,-5.993496200000001,Entire home/apt,103,2,64,2025-03-09,2.67,1,296,40,VFT/SE/10544
858784703604826352,Estiloso estudio en el centro parking incluido,14958822,Nacho,Casco Antiguo,Feria,37.39641853187703,-5.9884873528175415,Entire home/apt,96,2,74,2025-03-18,3.10,192,118,30,VFT/SE/10176
858815027328385619,Moderno y Luminoso Apartamento,209110979,Fernando Y Camia,Casco Antiguo,San Vicente,37.393896264548786,-5.999960833226535,Entire home/apt,137,2,12,2025-02-02,0.54,6,96,9,VUT/SE/05036
859092260343571701,Apartment near the train station,304116789,Kasapartments,San Pablo - Santa Justa,San Pablo D y E,37.4026668,-5.9584475,Entire home/apt,93,2,42,2025-03-03,1.79,32,235,19,VFT/SE/10837
859103739562930150,Holi-Rent Esperanza,111692752,Holi- Rent,Macarena,Las Avenidas,37.4101751,-5.9859016,Entire home/apt,50,1,9,2025-03-11,0.39,18,262,7,VFT/SE/03752
859160567251978079,Alohamundi Arjona II,507887032,Francisco Javier,Casco Antiguo,Museo,37.38918865956866,-6.0021203975330355,Entire home/apt,114,2,81,2025-03-15,3.45,1,100,32,VFT/SE/10088
859222508177479287,Suites Maestranza - Santas Patronas by Magno Apartments. Estudio con Jacuzzi en Terraza Privada,251914082,Suites,Casco Antiguo,Arenal,37.3885,-5.99874,Entire home/apt,189,1,7,2024-08-10,0.31,16,156,2,A/SE/00222
859308948472290005,Fdez Amazing House by Cathedral/Giralda +Pool,37040238,Grupo Se&Pal,Casco Antiguo,Arenal,37.387236815737204,-5.994592979550362,Entire home/apt,752,2,63,2025-02-21,2.65,34,104,40,VFT/SE/09650
859328356482342909,Apartamento Plaza Gavidia,287871445,Juan,Casco Antiguo,"Encarnación, Regina",37.39494,-5.99766,Entire home/apt,126,2,4,2024-09-29,0.18,62,115,1,VUT/SE/10559
859417401381262994,m-odern,2654826,Jonatan,Palmera - Bellavista,Bami,37.35972,-5.97894,Entire home/apt,693,1,14,2025-01-02,0.61,7,54,4,VUT/SE/10946
859869124145444046,Beautiful and bright- 1Bd 1Bth- Center,508019663,Manuel,Nervión,an Roque,37.3914301,-5.9839449,Entire home/apt,85,1,20,2025-01-03,0.83,1,313,8,VFT/SE/10579
860683222544204142,Habitación Sevilla Este- Palacio de Congresos.,203240446,Mac,Este - Alcosa - Torreblanca,"Colores, Entreparques",37.40636,-5.92099,Private room,26,1,47,2025-02-09,2.36,2,56,25,Exempt
860833190444734072,Shiny Apartment in City Centre,184405692,Hall Palace,Casco Antiguo,"Encarnación, Regina",37.3932453,-5.989175599999999,Entire home/apt,121,1,17,2025-02-17,0.71,6,211,2,VFT/SE/09600
861256127756463467,Bright 3 bedroom with large terrace,9228673,Antonio Jose,Casco Antiguo,Arenal,37.386573954,-5.997628839,Entire home/apt,417,1,56,2025-03-21,2.34,28,296,35,VFT/SE/10003
861283846941820945,Apartsuite B&R Triana,508314349,Israel,Triana,Triana Oeste,37.38576230700859,-6.012208615344236,Entire home/apt,182,2,2,2023-10-21,0.09,1,22,0,VFT/SE/10749
861565258098988284,apartamento en sevilla,196586847,Jesica,Macarena - Norte,San Jerónimo,37.42747,-5.98192,Entire home/apt,91,3,71,2025-03-03,2.97,3,35,32,CTC-2023070288
861721796573595249,Loft for 4 in the centre of Seville,304116789,Kasapartments,Casco Antiguo,Feria,37.3984542,-5.9915349,Entire home/apt,75,2,65,2025-03-24,2.71,32,242,33,VFT/SE/10346
862023001870003421,Habitación doble privada,24366186,Natalia,Casco Antiguo,San Bartolomé,37.3884286,-5.9856137,Private room,43,2,39,2025-02-23,1.65,3,39,13,VTF/SE/01111
862397051194273767,O&L Lumbreras: luminoso dúplex con terraza privada,73489552,Pilar,Casco Antiguo,San Lorenzo,37.400583,-5.994801100000001,Entire home/apt,135,2,5,2024-06-05,0.22,18,231,3,CTC-2018065685
862717159107971358,Habitación privada centro ciudad,92566103,Antonio,Casco Antiguo,Feria,37.40023,-5.99019,Private room,52,4,84,2025-01-24,3.56,2,143,28,Exempt
862953999395413807,Increíble Apartamento en Triana,255965780,***CheckINN,Triana,Triana Este,37.37698163411383,-6.004713246535386,Entire home/apt,134,2,19,2024-12-24,0.81,50,113,8,VUT/SE/10549
863518163537169643,Ático con terrazas en Sevilla,119955155,Diego Josue,Casco Antiguo,"Encarnación, Regina",37.39396,-5.99401,Entire home/apt,104,2,116,2025-03-24,4.90,10,50,60,VFT/SE/09582
863737786782518833,Casa Suink. Duplex with terrace - Center Seville,508851513,Antonio,Casco Antiguo,Alfalfa,37.3910947,-5.993496200000001,Entire home/apt,165,2,64,2025-03-10,2.72,1,296,40,VFT/SE/10499
863884832759176503,Casa Independiente dos plantas,212577130,Jesus,Cerro - Amate,El Cerro,37.36917,-5.95676,Entire home/apt,122,2,0,,,1,207,0,VFT/SE/11676
864375462487420197,1. Habitación con baño privado en casco histórico,109373985,Alba,Casco Antiguo,San Bartolomé,37.39049,-5.98451,Private room,42,1,142,2025-03-20,6.00,5,43,76,VFT/SE/10669
865908590010755530,180 HOME. Rincón en Triana.,509267552,Jose Manuel,Triana,Triana Casco Antiguo,37.383483,-6.0041678,Entire home/apt,,1,0,,,1,0,0,VFT/SE/08472
866343436406470712,AoA Green Garden Family,11263265,Sebastian Y Ricardo,Casco Antiguo,Santa Cruz,37.38542,-5.98763,Entire home/apt,138,1,19,2025-01-28,0.83,31,270,10,VFT/SE/09357
866445575165705173,Tejares de Triana,250456502,Enrique,Triana,Triana Oeste,37.387322,-6.0097715,Entire home/apt,90,2,92,2025-02-22,4.55,15,236,40,VFT/SE/08991
866470994039154490,Tejares de Triana 16B,250456502,Enrique,Triana,Triana Oeste,37.387322,-6.0097715,Entire home/apt,91,2,25,2025-03-08,1.28,15,248,17,VFT/SE/08992
866613284358314188,Precioso Apartamento Centrico,287871445,Juan,Casco Antiguo,Feria,37.399062668440266,-5.990410018274373,Entire home/apt,94,2,14,2025-02-16,0.59,62,88,5,VFT/SE/10258
867164959178772219,Deluxe Suite Galmen B Triana,66973459,Galmen,Triana,Triana Casco Antiguo,37.38522367661874,-6.0065503902130235,Entire home/apt,200,2,6,2024-02-10,0.25,2,184,0,VFT/SE/10653
867295628233375885,Apartamento Ar&Ma - Vacacional Sevilla,361142402,Vacacional,Triana,Triana Casco Antiguo,37.3841026,-6.0030878,Entire home/apt,65,2,8,2025-03-20,1.56,14,315,8,VFT/SE/09061
867852831223285994,Deluxe Suite Galmen A Triana,66973459,Galmen,Triana,Triana Casco Antiguo,37.38615542594721,-6.006698818748908,Private room,500,2,2,2023-05-22,0.08,2,184,0,VFT/SE/10652
868105547508618321,Bonito piso a 10 min del centro,6412980,Carlos,Los Remedios,Los Remedios,37.37561,-6.00396,Entire home/apt,65,61,1,2023-08-17,0.05,4,268,0,VUT/SE/11617
868186210741837147,Habitación amplia,505830873,Alicia,Macarena,"La Paz, Las Golondrinas",37.41066726597943,-5.9870894998312,Private room,,1,14,2023-07-02,0.59,1,328,0,Exempt
868522657138299682,Habitación Doble Cama Matrimonio,505335706,Arsenio,Nervión,La Florida,37.38619,-5.98496,Private room,110,1,16,2025-01-27,0.72,3,326,12,Exempt
868640917630937628,Conde Collection Santa Justa,509856572,José,San Pablo - Santa Justa,San José Obrero,37.396088,-5.9751072,Entire home/apt,148,2,10,2025-02-23,0.84,1,229,10,VFT/SE/08274
868665841370155291,"Hab. Individual Privada,con el Baño Compartido",505481846,Arsenio,Casco Antiguo,San Bartolomé,37.3866,-5.98711,Private room,61,1,6,2024-10-01,0.26,4,308,4,Exempt
868689313710097276,"Your own private ""Patio Sevillano""",2300263,Bradford,Casco Antiguo,Alfalfa,37.3921133,-5.9887028,Entire home/apt,91,1,93,2025-03-09,4.11,10,220,54,VFT/SE/01147
868707266982444580,Hab. Doble Baño Privado,505481846,Arsenio,Casco Antiguo,San Bartolomé,37.38656995224562,-5.985873025326157,Private room,,1,1,2023-05-26,0.04,4,315,0,Exempt
868740856959759263,Habitación Doble Privada con el Baño Compartido,505481846,Arsenio,Nervión,San Bernardo,37.384963675835735,-5.985755526117093,Private room,83,1,0,,,4,303,0,Exempt
868782738185654722,Luminoso piso en calle principal,6412980,Carlos,Los Remedios,Los Remedios,37.373917942919604,-6.002085597603779,Entire home/apt,57,62,0,,,4,269,0,Exempt
868943312168055425,Encantador apartamento exclusivo céntrico,166656795,Ali,Casco Antiguo,Santa Catalina,37.3910159,-5.9867933,Entire home/apt,72,2,153,2025-03-23,6.50,1,198,83,VUT/SE/12729
869489831135164726,Stylish with pool - Triana,510035853,Llanos,Triana,Triana Casco Antiguo,37.3813446,-5.999459799999999,Entire home/apt,168,1,43,2025-03-17,1.84,1,296,14,VFT/SE/10472
869676769529123089,Estudio Plaza Curtidores,510081741,María José,Casco Antiguo,San Bartolomé,37.38573,-5.98669,Entire home/apt,111,1,7,2024-12-01,0.82,2,109,7,VFT/SE/13450
870085880148674337,Ohliving Triana,172894482,Luis Guillermo,Triana,Triana Casco Antiguo,37.3877142,-6.0070362,Entire home/apt,97,2,41,2025-03-10,1.77,37,205,23,VFT/SE/10792
870696322223198762,Habitación muy grande y luminosa,510260001,Manuel,Nervión,La Buhaira,37.38031108057158,-5.9710063621625125,Private room,48,3,47,2025-03-24,2.05,3,332,27,Exempt
870928522494876434,Habitación muy luminosa,510260001,Manuel,Nervión,Nervión,37.3792274040806,-5.971593219573972,Private room,44,3,29,2025-03-23,1.26,3,338,23,Exempt
870934360306938952,Habitación grande y muy luminosa,510260001,Manuel,Nervión,La Buhaira,37.37999126897053,-5.973127401860595,Private room,43,3,18,2025-02-24,0.78,3,324,10,Exempt
871074231797655314,"Pulcra, acogedora y sin ruidos",510356560,Doris,Macarena - Norte,San Matías,37.4044516,-5.9664733,Private room,,1,4,2023-09-10,0.18,1,0,0,VUT/SE/13455
871405608560447992,Plaza de España - Family House,209748933,Mariano,Sur,Huerta de la Salud,37.376096019963676,-5.981396506069995,Entire home/apt,,3,7,2024-09-23,0.32,57,0,3,VFT/SE/10348
871557689449366490,Apartamento nº1 en casco antiguo,19154320,Ignacio,Casco Antiguo,"Encarnación, Regina",37.3959422,-5.9933839,Entire home/apt,,2,8,2023-08-17,0.34,4,0,0,CTC-2023077786
871560869394456234,Habitación Individual Baño Priv,505335706,Arsenio,Casco Antiguo,San Bartolomé,37.38812034173953,-5.9853509782958145,Private room,83,1,18,2025-02-24,0.82,3,315,15,Exempt
871588292757490524,Apartamento Exclusivo Junto Al Mercado De Triana,510914700,Comfy Away,Triana,Triana Casco Antiguo,37.38571675819674,-6.00295816776762,Entire home/apt,110,2,41,2025-02-23,1.77,5,161,25,VFT/SE/10775
871589434914414321,Apartamento Exclusivo Con Vistas Únicas En Triana,510914700,Comfy Away,Casco Antiguo,Museo,37.387104223038186,-6.002933903572606,Entire home/apt,116,2,85,2025-03-17,3.62,5,157,40,VFT/SE/10775
871643410900050565,"Triana con encanto, amplio y cómodo",510471796,Maribel,Triana,Triana Oeste,37.38329799441256,-6.011341040274455,Entire home/apt,144,1,33,2025-03-06,1.43,1,154,28,VUT/SE/10777
871649534132223473,Apartamento nº4 en casco antiguo,19154320,Ignacio,Casco Antiguo,"Encarnación, Regina",37.3959422,-5.9933839,Entire home/apt,,2,12,2023-07-16,0.52,4,0,0,CTC-2023077786
871756764697847056,Apartamento nº5 en casco antiguo,19154320,Ignacio,Casco Antiguo,"Encarnación, Regina",37.3959422,-5.9933839,Entire home/apt,,2,10,2023-07-02,0.43,4,0,0,CTC-2023077786
871762219139511640,Apartamento nº7 en casco antiguo,19154320,Ignacio,Casco Antiguo,"Encarnación, Regina",37.3959422,-5.9933839,Entire home/apt,,2,5,2023-06-04,0.22,4,0,0,CTC-2023077786
871772189446615304,Increíble Apartamento Centrico,287871445,Juan,Casco Antiguo,Santa Catalina,37.393866953438234,-5.984917145798185,Entire home/apt,101,2,4,2024-09-15,0.18,62,39,2,VFT/SE/10823/VFT/SE/12569
871814619933632074,¡NUEVO! Piso 3 Dormitorios en Nervion,334591202,Macarena,Nervión,La Buhaira,37.3847341,-5.9767534,Entire home/apt,175,3,11,2024-12-09,0.73,1,344,9,CTC-2024091398
871828229642568868,casa acogedora cerca al metro,510527023,Luigui,Cerro - Amate,La Plata,37.37333689132169,-5.949619820164333,Private room,42,2,64,2025-03-17,2.74,2,74,29,VFT/SE/07528
872234589504361496,Divi apartment Lumbreras,55117083,Reyes,Casco Antiguo,San Lorenzo,37.4013506,-5.9969816,Entire home/apt,139,1,36,2025-02-21,1.54,10,193,8,SE/11173
872369964592364512,Habitación con baño individual,32357957,Angeles,Casco Antiguo,Feria,37.39697104625521,-5.990647353967284,Private room,44,2,9,2024-06-23,0.38,1,310,2,VFT/SE/04913
872476959201334565,Fabuloso apartamento en Triana,510667744,Desire,Triana,Triana Oeste,37.3835726,-6.0113854,Entire home/apt,,3,14,2025-01-02,0.62,1,0,9,CTC-2023033213
872690611564764019,Habitación en el corazón de Triana,408423836,Carmen,Triana,Triana Casco Antiguo,37.3826733,-6.000786,Private room,,2,19,2025-01-04,0.84,1,0,15,Exempt
872900371496230599,"Céntrico alojamiento, nuevo y acogedor",510752223,Alicia,Casco Antiguo,"Encarnación, Regina",37.39558292246116,-5.993451977312717,Entire home/apt,,5,6,2023-05-27,0.26,1,0,0,CTC-2023079559
872957533908679011,SantaMarina apartments,510762139,Antonio Manuel,Casco Antiguo,San Julián,37.400159966364065,-5.988535775902192,Entire home/apt,74,2,68,2025-03-24,2.93,1,318,34,VFT/SE/03003
872967040964979216,Increíble Apartamento Centrico,287871445,Juan,Casco Antiguo,Santa Catalina,37.3928648,-5.9846263,Entire home/apt,105,2,1,2023-05-03,0.04,62,37,0,VFT/SE/10823/VFT/SE/12569
872980425995071868,Increíble Apartamento Centrico 1,287871445,Juan,Casco Antiguo,Santa Catalina,37.3928648,-5.9846263,Entire home/apt,102,2,2,2023-10-16,0.11,62,18,0,VFT/SE/10823/VFT/SE/12569
872986957932066334,Increíble Apartamento Centrico 1,287871445,Juan,Casco Antiguo,Santa Catalina,37.3928648,-5.9846263,Entire home/apt,104,2,15,2024-12-27,0.64,62,7,1,VFT/SE/10823/VFT/SE/12569
